point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename,workspace_id,object_type,source_dataset,filename,label
45,1768495261.315037,0.6031690668342133,-0.0430670399586525,0.1835705705364144,0.6033520707439827,-0.0427343153836701,0.1835852525673733,0.7759477386800842,0.7033272457498241,no_contact,no_contact,./data/0_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,0_no_contact.wav,no_contact
11,1768492513.573465,0.5805036044082957,0.172478448982303,0.1799861405101327,0.5806771223767405,0.1725078552850814,0.1798188132660552,0.9982648203155522,1.0002940630277846,edge,edge,./data/1_edge.wav,WS1,C_full,data/collected_data_runs_2026_01_15_workspace_1_pure_contact_relabeled,1_edge.wav,edge
30,1768493161.7810686,0.6360591599638513,0.152478448982303,0.1799861405101327,0.6364692805078398,0.1523435541383227,0.1802780020286114,0.4403432390045593,0.7986510515601974,contact,contact,./data/2_contact.wav,WS1,C_full,data/collected_data_runs_2026_01_15_workspace_1_pure_contact_relabeled,2_contact.wav,contact
19,1768490930.3083758,0.6249480488527401,0.162478448982303,0.1799861405101327,0.6250852011416315,0.1625097281188406,0.1799544727106962,0.5541840326666426,0.900312791365376,no_contact,no_contact,./data/3_no_contact.wav,WS1,B_empty,data/collected_data_runs_2026_01_15_workspace_1_pure_no_contact,3_no_contact.wav,no_contact
51,1765901108.8391025,0.6693924932971846,0.132478448982303,0.1799861405101327,0.6698158629576122,0.1324799213824868,0.1804794403304336,0.1068774145068351,0.6000147240018389,edge,edge,./data/4_edge.wav,WS1,A_cutout,data/collected_data_runs_2026_01_15_workspace_1_squares_cutout_relabeled,4_edge.wav,edge
15,1768494131.7419522,0.66983573350088,-0.0230670399586525,0.1835705705364144,0.6699419364169478,-0.022949303123748,0.1834515219881133,0.1100490819504329,0.9011773683490452,no_contact,no_contact,./data/5_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,5_no_contact.wav,no_contact
103,1768495656.4460628,0.6253912890564355,-0.0930670399586525,0.1835705705364144,0.6256140624674504,-0.09300837720302,0.1834844640470691,0.5533278214454064,0.2005866275563252,no_contact,no_contact,./data/6_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,6_no_contact.wav,no_contact
42,1767705821.4593987,0.6365024001675467,-0.0430670399586525,0.1835705705364144,0.6365500191770652,-0.0429100849879352,0.1836442292054971,0.4439682543492586,0.701569549707173,edge,edge,./data/7_edge.wav,WS2,A_cutout,data/collected_data_runs_2026_01_15_workspace_2_squares_cutout_relabeled,7_edge.wav,edge
39,1768494296.5390823,0.66983573350088,-0.0430670399586525,0.1835705705364144,0.6700025861360202,-0.0429861826371724,0.1835688890099038,0.1094425847597091,0.7008085732148017,no_contact,no_contact,./data/8_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,8_no_contact.wav,no_contact
33,1765903441.0878203,0.602725826630518,0.152478448982303,0.1799861405101327,0.6031661198834921,0.152463764982208,0.1801918067945558,0.7733748452480362,0.7998531599990502,no_contact,no_contact,./data/9_no_contact.wav,WS1,A_cutout,data/collected_data_runs_2026_01_15_workspace_1_squares_cutout_relabeled,9_no_contact.wav,no_contact
