point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename,filename
79,1765901619.225459,0.6249480488527401,0.112478448982303,0.1799861405101327,0.6253477572609981,0.1123752444699711,0.180093348638073,0.5515584714729761,0.3989679548766819,no_contact,no_contact,./data/0_no_contact.wav,0_no_contact.wav
16,1765903259.5739458,0.6582813821860735,0.162478448982303,0.1799861405101327,0.6587409973527707,0.1623000058828231,0.1802513063525574,0.2176260705552501,0.8982155690052013,contact,contact,./data/1_contact.wav,1_contact.wav
17,1765900511.5972004,0.6471702710749624,0.162478448982303,0.1799861405101327,0.6474987904071655,0.1625972040479612,0.1802444589806465,0.3300481400113021,0.9011875506565824,contact,contact,./data/2_contact.wav,2_contact.wav
80,1765901640.5074062,0.6138369377416291,0.112478448982303,0.1799861405101327,0.6141359923842971,0.1125026239339581,0.1798287692662528,0.6636761202399868,0.4002417495165514,no_contact,no_contact,./data/3_no_contact.wav,3_no_contact.wav
17,1765900027.7150335,0.6471702710749624,0.162478448982303,0.1799861405101327,0.6475891503784861,0.1624934763055297,0.1803267729044387,0.3291445402980965,0.9001502732322672,contact,contact,./data/4_contact.wav,4_contact.wav
19,1765900070.21791,0.6249480488527401,0.162478448982303,0.1799861405101327,0.6254136157658545,0.1623505592500115,0.1802581106405147,0.550899886424412,0.8987211026770855,contact,contact,./data/5_contact.wav,5_contact.wav
52,1765901129.874608,0.6582813821860735,0.132478448982303,0.1799861405101327,0.6586661055791928,0.1324369853501041,0.1803042030733241,0.218374988291029,0.5995853636780119,no_contact,no_contact,./data/6_no_contact.wav,6_no_contact.wav
76,1765901555.5024192,0.6582813821860735,0.112478448982303,0.1799861405101327,0.6586642061102519,0.1125062794540728,0.1803005196749159,0.2183939829804382,0.400278304717699,contact,contact,./data/7_contact.wav,7_contact.wav
41,1765903515.799019,0.6471702710749624,0.142478448982303,0.1799861405101327,0.647377103159625,0.1425388118562909,0.1798751718183109,0.3312650124867068,0.7006036287398795,no_contact,no_contact,./data/8_no_contact.wav,8_no_contact.wav
41,1765900936.9336145,0.6471702710749624,0.142478448982303,0.1799861405101327,0.6473641097851733,0.1426041758391804,0.1798710505866974,0.3313949462312239,0.701257268568774,no_contact,no_contact,./data/9_no_contact.wav,9_no_contact.wav
80,1765901640.5074017,0.6138369377416291,0.112478448982303,0.1799861405101327,0.6141359923842971,0.1125026239339581,0.1798287692662528,0.6636761202399868,0.4002417495165514,no_contact,no_contact,./data/10_no_contact.wav,10_no_contact.wav
40,1765900916.0570002,0.6582813821860735,0.142478448982303,0.1799861405101327,0.6586956970099069,0.142495819804926,0.1803430209366673,0.2180790739838878,0.7001737082262307,no_contact,no_contact,./data/11_no_contact.wav,11_no_contact.wav
41,1765903515.7990203,0.6471702710749624,0.142478448982303,0.1799861405101327,0.647377103159625,0.1425388118562909,0.1798751718183109,0.3312650124867068,0.7006036287398795,no_contact,no_contact,./data/12_no_contact.wav,12_no_contact.wav
33,1765900808.4740918,0.602725826630518,0.152478448982303,0.1799861405101327,0.6031517830975066,0.1524789291558959,0.1801676846927664,0.7735182131078913,0.8000048017359296,no_contact,no_contact,./data/13_no_contact.wav,13_no_contact.wav
56,1765901213.7391455,0.6138369377416291,0.132478448982303,0.1799861405101327,0.6142260410726254,0.1324620447672147,0.1801332999446995,0.6627756333567039,0.5998359578491171,contact,contact,./data/14_contact.wav,14_contact.wav
41,1765903515.7989416,0.6471702710749624,0.142478448982303,0.1799861405101327,0.647377103159625,0.1425388118562909,0.1798751718183109,0.3312650124867068,0.7006036287398795,no_contact,no_contact,./data/15_no_contact.wav,15_no_contact.wav
78,1765901597.9686234,0.6360591599638513,0.112478448982303,0.1799861405101327,0.6364523891904963,0.1125206014093842,0.180235978744942,0.4405121521779943,0.4004215242708128,contact,contact,./data/16_contact.wav,16_contact.wav
19,1765900070.217911,0.6249480488527401,0.162478448982303,0.1799861405101327,0.6254136157658545,0.1623505592500115,0.1802581106405147,0.550899886424412,0.8987211026770855,contact,contact,./data/17_contact.wav,17_contact.wav
40,1765900916.057124,0.6582813821860735,0.142478448982303,0.1799861405101327,0.6586956970099069,0.142495819804926,0.1803430209366673,0.2180790739838878,0.7001737082262307,no_contact,no_contact,./data/18_no_contact.wav,18_no_contact.wav
80,1765901640.5075884,0.6138369377416291,0.112478448982303,0.1799861405101327,0.6141359923842971,0.1125026239339581,0.1798287692662528,0.6636761202399868,0.4002417495165514,no_contact,no_contact,./data/19_no_contact.wav,19_no_contact.wav
