point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename,filename
15,1768410009.2613988,0.6750125122653657,0.0807670736276941,0.1788385826591505,0.6752746041344,0.08079306581606,0.17942395469881,0.1084901924207681,0.9002599218836591,contact,contact,./data/0_contact.wav,0_contact.wav
70,1768412226.3639138,0.5972347344875879,0.0407670736276941,0.1788385826591505,0.5974736351376577,0.0408644885230809,0.1791633594904813,0.8864998823881911,0.5009741489538677,contact,contact,./data/1_contact.wav,1_contact.wav
11,1768409857.324928,0.5861236233764768,0.0907670736276941,0.1788385826591505,0.5862074041426034,0.091158389187573,0.1791946826724568,0.9991621923387342,1.003913155598789,edge,edge,./data/2_edge.wav,2_edge.wav
2,1768410838.2571392,0.6861236233764768,0.0907670736276941,0.1788385826591505,0.6862698623147893,0.0909206674112839,0.1793081819719429,-0.0014623893831244,1.0015359378358983,edge,edge,./data/3_edge.wav,3_edge.wav
44,1768412044.4631796,0.6194569567098102,0.0607670736276941,0.1788385826591505,0.6195936933481067,0.0610049138127198,0.1790947721928877,0.6652993002837018,0.7023784018502572,contact,contact,./data/4_contact.wav,4_contact.wav
10,1768411812.5751224,0.5972347344875879,0.0907670736276941,0.1788385826591505,0.5973741342670893,0.0910995358684059,0.1792225947125151,0.8874948910938754,1.0033246224071182,edge,edge,./data/5_edge.wav,5_edge.wav
3,1768409925.983219,0.6750125122653657,0.0907670736276941,0.1788385826591505,0.675125521799356,0.0910916417072325,0.1793221144968804,0.1099810157712077,1.003245680795384,edge,edge,./data/6_edge.wav,6_edge.wav
126,1768411694.295539,0.6416791789320324,-0.0092329263723058,0.1788385826591505,0.6418946649702835,-0.0091035563387938,0.1791840363748645,0.4422895840619335,0.00129370033512,edge,edge,./data/7_edge.wav,7_edge.wav
15,1768410928.7386909,0.6750125122653657,0.0807670736276941,0.1788385826591505,0.6752982295883864,0.0807948219985576,0.1793252321466247,0.1082539378809044,0.9002774837086353,contact,contact,./data/8_contact.wav,8_contact.wav
95,1768411487.3339407,0.5861236233764768,0.0207670736276941,0.1788385826591505,0.5863332441604652,0.0209591201714846,0.1791634479299773,0.9979037921601166,0.3019204654379048,edge,edge,./data/9_edge.wav,9_edge.wav
6,1768409949.8688688,0.6416791789320324,0.0907670736276941,0.1788385826591505,0.6417862279155676,0.0910647269456377,0.1792132587406731,0.4433739546090921,1.0029765331794365,edge,edge,./data/10_edge.wav,10_edge.wav
127,1768410601.277366,0.6305680678209212,-0.0092329263723058,0.1788385826591505,0.6308249024378573,-0.0091639558521386,0.1793687667779175,0.5529872093861955,0.0006897052016723,edge,edge,./data/11_edge.wav,11_edge.wav
75,1768412253.2659988,0.6750125122653657,0.0307670736276941,0.1788385826591505,0.6752365739598711,0.030899379899396,0.1793361842166527,0.1088704941660567,0.4013230627170195,contact,contact,./data/12_contact.wav,12_contact.wav
130,1768412638.5377395,0.5972347344875879,-0.0092329263723058,0.1788385826591505,0.597449395552003,-0.0090245813256311,0.1791895564644398,0.8867422782447378,0.0020834504667475,edge,edge,./data/13_edge.wav,13_edge.wav
6,1768411780.8065789,0.6416791789320324,0.0907670736276941,0.1788385826591505,0.6418349494753537,0.0911062814200605,0.1792200602574845,0.4428867390112313,1.0033920779236638,edge,edge,./data/14_edge.wav,14_edge.wav
11,1768410909.9640632,0.5861236233764768,0.0907670736276941,0.1788385826591505,0.5862191857034786,0.0911675208049711,0.1791457925252366,0.999044376729982,1.00400447177277,edge,edge,./data/15_edge.wav,15_edge.wav
11,1768411820.5783098,0.5861236233764768,0.0907670736276941,0.1788385826591505,0.5862486714465965,0.0911431388911372,0.1791588965625352,0.998749519298803,1.0037606526344311,edge,edge,./data/16_edge.wav,16_edge.wav
40,1768411101.3679662,0.6639014011542546,0.0607670736276941,0.1788385826591505,0.6641101822422135,0.0609353422042571,0.1793060329707291,0.2201344113426329,0.7016826857656302,contact,contact,./data/17_contact.wav,17_contact.wav
41,1768412020.3795593,0.6527902900431435,0.0607670736276941,0.1788385826591505,0.6529397835739089,0.0609667417822062,0.179186022358313,0.331838398025679,0.7019966815451215,contact,contact,./data/18_contact.wav,18_contact.wav
113,1768411603.830309,0.6527902900431435,0.0007670736276941,0.1788385826591505,0.6530176610110349,0.0009247393087348,0.1792374364583659,0.3310596236544195,0.101576656810407,contact,contact,./data/19_contact.wav,19_contact.wav
75,1768411340.81571,0.6750125122653657,0.0307670736276941,0.1788385826591505,0.6752240284833175,0.0309317524854909,0.1792823451573177,0.1089959489315928,0.4016467885779684,contact,contact,./data/20_contact.wav,20_contact.wav
51,1768412087.338166,0.6750125122653657,0.0507670736276941,0.1788385826591505,0.6752121563708027,0.0508913685802652,0.1792106343919835,0.1091146700567413,0.6012429495257108,contact,contact,./data/21_contact.wav,21_contact.wav
71,1768411321.9101057,0.5861236233764768,0.0407670736276941,0.1788385826591505,0.5863280990434349,0.0409751753821826,0.1791709294011725,0.9979552433304196,0.5020810175448852,edge,edge,./data/22_edge.wav,22_edge.wav
15,1768410312.1516864,0.6750125122653657,0.0807670736276941,0.1788385826591505,0.6752932609193322,0.0807987994385912,0.1792874603082847,0.1083036245714463,0.9003172581089716,contact,contact,./data/23_contact.wav,23_contact.wav
27,1768410343.0513985,0.6750125122653657,0.0707670736276941,0.1788385826591505,0.6752096568454962,0.0708066469272976,0.1791897351284391,0.1091396653098064,0.8003957329960355,contact,contact,./data/24_contact.wav,24_contact.wav
54,1768412111.4588406,0.6416791789320324,0.0507670736276941,0.1788385826591505,0.6418725044248075,0.0509462511473176,0.1791965686288302,0.4425111895166934,0.6017917751962354,contact,contact,./data/25_contact.wav,25_contact.wav
7,1768410878.0450358,0.6305680678209212,0.0907670736276941,0.1788385826591505,0.6307084771101618,0.0909917323256086,0.1791396929488432,0.5541514626631506,1.002246586979145,edge,edge,./data/26_edge.wav,26_edge.wav
110,1768411580.1281762,0.6861236233764768,0.0007670736276941,0.1788385826591505,0.6862605594869471,0.00106350768088,0.1795900448707535,-0.0013693611047027,0.1029643405318595,edge,edge,./data/27_edge.wav,27_edge.wav
54,1768411199.8232214,0.6416791789320324,0.0507670736276941,0.1788385826591505,0.6419179674651984,0.0509112280450726,0.1792920623454129,0.4420565591127846,0.6014415441737847,contact,contact,./data/28_contact.wav,28_contact.wav
57,1768411223.829106,0.6083458455986991,0.0507670736276941,0.1788385826591505,0.6085158306899303,0.0510033171974015,0.1791839428552984,0.7760779268654652,0.602362435697074,contact,contact,./data/29_contact.wav,29_contact.wav
114,1768411611.786037,0.6416791789320324,0.0007670736276941,0.1788385826591505,0.641858732189666,0.0009631682672367,0.1791943629146508,0.4426489118681077,0.1019609463954259,contact,contact,./data/30_contact.wav,30_contact.wav
