point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename
1,1765905711.318048,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/1_contact.wav
1,1765905712.5513616,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/2_contact.wav
1,1765905713.7963045,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/3_contact.wav
1,1765905715.0361705,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/4_contact.wav
1,1765905716.2502618,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/5_contact.wav
1,1765905717.4636042,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/6_contact.wav
1,1765905718.87917,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/7_contact.wav
1,1765905720.0693655,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/8_contact.wav
1,1765905721.2569058,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/9_contact.wav
1,1765905722.503121,0.614151577574282,0.16246516466299146,0.1801873614864588,0.614151577574282,0.16246516466299146,0.1801873614864588,0.6635202683401378,0.8998671568068847,static_contact,contact,./data/10_contact.wav
1,1765905758.8005028,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/11_contact.wav
1,1765905760.0707364,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/12_contact.wav
1,1765905761.3555012,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/13_contact.wav
1,1765905762.6177611,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/14_contact.wav
1,1765905763.8749855,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/15_contact.wav
1,1765905765.1193712,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/16_contact.wav
1,1765905766.3632545,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/17_contact.wav
1,1765905767.6046853,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6141525742131348,0.16246642755540147,0.18018865440714596,0.6635103019516089,0.8998797857309848,static_contact,contact,./data/18_contact.wav
