point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename
2,1768491977.1848972,0.6805036044082957,0.172478448982303,0.17998614051013276,0.6804878750461006,0.17293583246736324,0.1805909127281505,0.00015729362195071594,1.0045738348506024,edge,edge,./data/1_edge.wav
2,1768491977.1849048,0.6805036044082957,0.172478448982303,0.17998614051013276,0.6804878750461006,0.17293583246736324,0.1805909127281505,0.00015729362195071594,1.0045738348506024,edge,edge,./data/2_edge.wav
2,1768491977.184906,0.6805036044082957,0.172478448982303,0.17998614051013276,0.6804878750461006,0.17293583246736324,0.1805909127281505,0.00015729362195071594,1.0045738348506024,edge,edge,./data/3_edge.wav
2,1768491977.1849437,0.6805036044082957,0.172478448982303,0.17998614051013276,0.6804878750461006,0.17293583246736324,0.1805909127281505,0.00015729362195071594,1.0045738348506024,edge,edge,./data/4_edge.wav
2,1768491977.1849449,0.6805036044082957,0.172478448982303,0.17998614051013276,0.6804878750461006,0.17293583246736324,0.1805909127281505,0.00015729362195071594,1.0045738348506024,edge,edge,./data/5_edge.wav
3,1768491985.793038,0.6693924932971846,0.172478448982303,0.17998614051013276,0.6696060487873556,0.17267548445422184,0.18052616070994634,0.1089755562094008,1.0019703547191885,edge,edge,./data/6_edge.wav
3,1768491985.7930465,0.6693924932971846,0.172478448982303,0.17998614051013276,0.6696060487873556,0.17267548445422184,0.18052616070994634,0.1089755562094008,1.0019703547191885,edge,edge,./data/7_edge.wav
3,1768491985.7930477,0.6693924932971846,0.172478448982303,0.17998614051013276,0.6696060487873556,0.17267548445422184,0.18052616070994634,0.1089755562094008,1.0019703547191885,edge,edge,./data/8_edge.wav
3,1768491985.7930493,0.6693924932971846,0.172478448982303,0.17998614051013276,0.6696060487873556,0.17267548445422184,0.18052616070994634,0.1089755562094008,1.0019703547191885,edge,edge,./data/9_edge.wav
3,1768491985.7930503,0.6693924932971846,0.172478448982303,0.17998614051013276,0.6696060487873556,0.17267548445422184,0.18052616070994634,0.1089755562094008,1.0019703547191885,edge,edge,./data/10_edge.wav
4,1768491993.7446513,0.6582813821860735,0.172478448982303,0.17998614051013276,0.6583788904335264,0.1728363444306089,0.1804587071668559,0.2212471397476934,1.0035789544830591,edge,edge,./data/11_edge.wav
4,1768491993.7446587,0.6582813821860735,0.172478448982303,0.17998614051013276,0.6583788904335264,0.1728363444306089,0.1804587071668559,0.2212471397476934,1.0035789544830591,edge,edge,./data/12_edge.wav
4,1768491993.74466,0.6582813821860735,0.172478448982303,0.17998614051013276,0.6583788904335264,0.1728363444306089,0.1804587071668559,0.2212471397476934,1.0035789544830591,edge,edge,./data/13_edge.wav
4,1768491993.7446609,0.6582813821860735,0.172478448982303,0.17998614051013276,0.6583788904335264,0.1728363444306089,0.1804587071668559,0.2212471397476934,1.0035789544830591,edge,edge,./data/14_edge.wav
4,1768491993.744662,0.6582813821860735,0.172478448982303,0.17998614051013276,0.6583788904335264,0.1728363444306089,0.1804587071668559,0.2212471397476934,1.0035789544830591,edge,edge,./data/15_edge.wav
5,1768492001.7210746,0.6471702710749624,0.172478448982303,0.17998614051013276,0.647386626946033,0.17265877942840022,0.18046778308003453,0.3311697746226273,1.0018033044609722,edge,edge,./data/16_edge.wav
