point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename,workspace_id,object_type,source_dataset,filename,label
130,1768409630.6653893,0.5972347344875879,-0.0092329263723058,0.1788385826591505,0.5973773218343991,-0.0091029192291111,0.1789647553323591,0.8874630154207777,0.0013000714319476,no_contact,no_contact,./data/0_no_contact.wav,WS3,B_empty,data/collected_data_runs_2026_01_14_workspace_3_pure_no_contact,0_no_contact.wav,no_contact
33,1765996414.0007763,0.602725826630518,0.152478448982303,0.1799861405101327,0.6031674832824081,0.1525180867425163,0.1802803174334289,0.7733612112588764,0.8003963776021336,no_contact,no_contact,./data/1_no_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,1_no_contact.wav,no_contact
18,1765996486.8896234,0.6360591599638513,0.162478448982303,0.1799861405101327,0.6364890526301585,0.1623167489731518,0.1802225544135828,0.4401455177813719,0.8983829999084886,contact,contact,./data/2_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,2_contact.wav,contact
51,1768412087.338166,0.6750125122653657,0.0507670736276941,0.1788385826591505,0.6752121563708027,0.0508913685802652,0.1792106343919835,0.1091146700567413,0.6012429495257108,contact,contact,./data/3_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,3_contact.wav,contact
104,1765995841.6635869,0.6138369377416291,0.0924784489823029,0.1799861405101327,0.6140612366385051,0.0925553378720785,0.1799505473017168,0.6644236776979064,0.2007688888977551,no_contact,no_contact,./data/4_no_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,4_no_contact.wav,no_contact
27,1765996397.1731749,0.6693924932971846,0.152478448982303,0.1799861405101327,0.6698229638172438,0.1524768390927823,0.180446593331795,0.1068064059105189,0.7999839011047938,edge,edge,./data/5_edge.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,5_edge.wav,edge
99,1768412418.6003716,0.6750125122653657,0.0107670736276941,0.1788385826591505,0.6752574303698163,0.0109220090076244,0.1793592215387949,0.1086619300666047,0.2015493537993032,contact,contact,./data/6_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,6_contact.wav,contact
58,1768408666.5354888,0.5972347344875879,0.0507670736276941,0.1788385826591505,0.5973496038452579,0.0507765435454468,0.1788219525355659,0.8877401953121891,0.6000946991775273,no_contact,no_contact,./data/7_no_contact.wav,WS3,B_empty,data/collected_data_runs_2026_01_14_workspace_3_pure_no_contact,7_no_contact.wav,no_contact
91,1768411455.5737653,0.6305680678209212,0.0207670736276941,0.1788385826591505,0.6307261280920011,0.0209915999056369,0.1791932581276703,0.553974952844757,0.3022452627794276,contact,contact,./data/8_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,8_contact.wav,contact
57,1765995068.252861,0.602725826630518,0.132478448982303,0.1799861405101327,0.6030260257604154,0.1326432861544886,0.1801445835625954,0.7747757864788032,0.6016483717218559,contact,contact,./data/9_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,9_contact.wav,contact
6,1768409949.8688698,0.6416791789320324,0.0907670736276941,0.1788385826591505,0.6417862279155676,0.0910647269456377,0.1792132587406731,0.4433739546090921,1.0029765331794365,edge,edge,./data/10_edge.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,10_edge.wav,edge
57,1765995721.282065,0.602725826630518,0.132478448982303,0.1799861405101327,0.6031115467552849,0.1325457751846747,0.180254424139807,0.7739205765301085,0.6006732620237178,contact,contact,./data/11_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,11_contact.wav,contact
63,1768409159.786696,0.6750125122653657,0.0407670736276941,0.1788385826591505,0.6750868894732904,0.0408694751271711,0.1788198852674269,0.1103673390318638,0.5010240149947702,no_contact,no_contact,./data/12_no_contact.wav,WS3,B_empty,data/collected_data_runs_2026_01_14_workspace_3_pure_no_contact,12_no_contact.wav,no_contact
102,1768409431.3857992,0.6416791789320324,0.0107670736276941,0.1788385826591505,0.6416758921318365,0.0109117432329576,0.1786813822028966,0.4444773124464031,0.2014466960526354,no_contact,no_contact,./data/13_no_contact.wav,WS3,B_empty,data/collected_data_runs_2026_01_14_workspace_3_pure_no_contact,13_no_contact.wav,no_contact
111,1765995546.6376157,0.6693924932971846,0.0824784489823029,0.1799861405101327,0.669781481394288,0.0826068819545975,0.180463680289615,0.1072212301400776,0.1012843297229458,contact,contact,./data/14_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,14_contact.wav,contact
59,1765995726.922722,0.5805036044082957,0.132478448982303,0.1799861405101327,0.5809578069865104,0.1325278336620758,0.1802094312500499,0.9954579742178528,0.6004938467977289,edge,edge,./data/15_edge.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,15_edge.wav,edge
131,1768412646.459844,0.5861236233764768,-0.0092329263723058,0.1788385826591505,0.5863118106921855,-0.0089962470550404,0.1791928265355047,0.9981181268429132,0.0023667931726537,edge,edge,./data/16_edge.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,16_edge.wav,edge
101,1765995180.261907,0.6471702710749624,0.0924784489823029,0.1799861405101327,0.6475338785911935,0.0923847525375707,0.180158859606052,0.3296972581710223,0.1990630355526772,contact,contact,./data/17_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,17_contact.wav,contact
78,1768412277.408096,0.6416791789320324,0.0307670736276941,0.1788385826591505,0.6418844439013396,0.0309167095476478,0.1792927125892656,0.4423917947513723,0.4014963591995367,contact,contact,./data/18_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,18_contact.wav,contact
113,1765995864.0485072,0.6471702710749624,0.0824784489823029,0.1799861405101327,0.6475403618626059,0.0824609439935676,0.18019242107538,0.3296324254568984,0.0998249501126469,contact,contact,./data/19_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,19_contact.wav,contact
117,1765995563.3454523,0.602725826630518,0.0824784489823029,0.1799861405101327,0.6031514801888818,0.0826660971215192,0.1802814740475623,0.7735212421941398,0.1018764813921628,edge,edge,./data/20_edge.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,20_edge.wav,edge
104,1765995529.9775162,0.6138369377416291,0.0924784489823029,0.1799861405101327,0.6140529266247481,0.0927241575758758,0.1800112599456063,0.6645067778354765,0.2024570859357287,no_contact,no_contact,./data/21_no_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,21_no_contact.wav,no_contact
44,1768412044.463188,0.6194569567098102,0.0607670736276941,0.1788385826591505,0.6195936933481067,0.0610049138127198,0.1790947721928877,0.6652993002837018,0.7023784018502572,contact,contact,./data/22_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,22_contact.wav,contact
42,1768408551.6365354,0.6416791789320324,0.0607670736276941,0.1788385826591505,0.6418168691526431,0.0608082424510083,0.1788959200490084,0.4430675422383369,0.7004116882331421,no_contact,no_contact,./data/23_no_contact.wav,WS3,B_empty,data/collected_data_runs_2026_01_14_workspace_3_pure_no_contact,23_no_contact.wav,no_contact
106,1768411561.4653933,0.5972347344875879,0.0107670736276941,0.1788385826591505,0.5974778988483662,0.0108622851245783,0.1791519195091047,0.8864572452811061,0.2009521149688426,contact,contact,./data/24_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,24_contact.wav,contact
74,1768410463.8113086,0.6861236233764768,0.0307670736276941,0.1788385826591505,0.6863007600935277,0.0310930476155281,0.1797830195632835,-0.0017713671705088,0.4032597398783402,edge,edge,./data/25_edge.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,25_edge.wav,edge
79,1768409274.130155,0.6305680678209212,0.0307670736276941,0.1788385826591505,0.630585382412518,0.0309411348341306,0.1787537088161401,0.5553824096395877,0.401740612064365,no_contact,no_contact,./data/26_no_contact.wav,WS3,B_empty,data/collected_data_runs_2026_01_14_workspace_3_pure_no_contact,26_no_contact.wav,no_contact
102,1768409431.385788,0.6416791789320324,0.0107670736276941,0.1788385826591505,0.6416758921318365,0.0109117432329576,0.1786813822028966,0.4444773124464031,0.2014466960526354,no_contact,no_contact,./data/27_no_contact.wav,WS3,B_empty,data/collected_data_runs_2026_01_14_workspace_3_pure_no_contact,27_no_contact.wav,no_contact
21,1768411887.098724,0.6083458455986991,0.0807670736276941,0.1788385826591505,0.6086002365242145,0.0808593452229956,0.1791286785599252,0.7752338685226237,0.9009227159530148,contact,contact,./data/28_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,28_contact.wav,contact
42,1768412028.4128294,0.6416791789320324,0.0607670736276941,0.1788385826591505,0.6418621832068037,0.0609272767038831,0.1791539371211153,0.4426144016967316,0.7016020307618899,contact,contact,./data/29_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,29_contact.wav,contact
2,1768411748.9050224,0.6861236233764768,0.0907670736276941,0.1788385826591505,0.6862666797121505,0.0909372359747633,0.1793299276086877,-0.0014305633567368,1.0017016234706917,edge,edge,./data/30_edge.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,30_edge.wav,edge
115,1768412532.441817,0.6305680678209212,0.0007670736276941,0.1788385826591505,0.6307286956790311,0.0009945597657157,0.1792251107397743,0.5539492769744571,0.1022748613802163,contact,contact,./data/31_contact.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,31_contact.wav,contact
17,1765995916.9121602,0.6471702710749624,0.162478448982303,0.1799861405101327,0.6475673431363762,0.1624216125901867,0.1802649646494876,0.3293626127191952,0.8994316360788376,contact,contact,./data/32_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,32_contact.wav,contact
81,1765995782.9337246,0.602725826630518,0.112478448982303,0.1799861405101327,0.6030520880539847,0.112566231840487,0.1801040492148184,0.7745151635431105,0.4008778285818404,no_contact,no_contact,./data/33_no_contact.wav,WS3,A_cutout,data/collected_data_runs_2025_12_17_v2_workspace_3_squares_cutout_relabeled,33_no_contact.wav,no_contact
95,1768411487.3339407,0.5861236233764768,0.0207670736276941,0.1788385826591505,0.5863332441604652,0.0209591201714846,0.1791634479299773,0.9979037921601166,0.3019204654379048,edge,edge,./data/34_edge.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,34_edge.wav,edge
10,1768409981.744703,0.5972347344875879,0.0907670736276941,0.1788385826591505,0.5973590972322318,0.0910328043677065,0.1791236777938061,0.8876452614424504,1.0026573074001237,edge,edge,./data/35_edge.wav,WS3,C_full,data/collected_data_runs_2026_01_14_workspace_3_pure_contact_relabeled,35_edge.wav,edge
