feature_name,accuracy_without_feature,accuracy_std,accuracy_drop,feature_index
high_energy_ratio,0.985,0.020000000000000018,0.0050000000000000044,34
ultra_high_energy_ratio,0.985,0.020000000000000018,0.0050000000000000044,35
low_mid_ratio,0.985,0.020000000000000018,0.0050000000000000044,37
spectral_bandwidth,0.99,0.020000000000000018,0.0,1
spectral_centroid,0.99,0.020000000000000018,0.0,0
resonance_skewness,0.99,0.020000000000000018,0.0,13
spectral_contrast_2,0.99,0.020000000000000018,0.0,6
spectral_contrast_3,0.99,0.020000000000000018,0.0,7
spectral_contrast_4,0.99,0.020000000000000018,0.0,8
resonance_peak_amp,0.99,0.020000000000000018,0.0,9
resonance_peak_freq,0.99,0.020000000000000018,0.0,10
resonance_energy,0.99,0.020000000000000018,0.0,11
resonance_q_factor,0.99,0.020000000000000018,0.0,12
burst_peak,0.99,0.020000000000000018,0.0,19
damping_ratio,0.99,0.020000000000000018,0.0,14
burst_rms,0.99,0.020000000000000018,0.0,18
ultra_high_ratio,0.99,0.020000000000000018,0.0,17
burst_crest_factor,0.99,0.020000000000000018,0.0,20
spectral_rolloff,0.99,0.020000000000000018,0.0,2
spectral_contrast_0,0.99,0.020000000000000018,0.0,4
spectral_contrast_1,0.99,0.020000000000000018,0.0,5
primary_resonance_magnitude,0.99,0.020000000000000018,0.0,44
env_min,0.99,0.020000000000000018,0.0,27
env_decay_rate,0.99,0.020000000000000018,0.0,30
time_to_peak,0.99,0.020000000000000018,0.0,21
env_std,0.99,0.020000000000000018,0.0,25
env_max,0.99,0.020000000000000018,0.0,26
temporal_centroid,0.99,0.020000000000000018,0.0,23
zero_crossing_rate,0.99,0.020000000000000018,0.0,22
mid_energy_ratio,0.99,0.020000000000000018,0.0,33
resonance_energy_ratio,0.99,0.020000000000000018,0.0,32
impulse_peak_time,0.99,0.012247448713915901,0.0,39
low_energy_ratio,0.99,0.020000000000000018,0.0,31
resonance_high_ratio,0.99,0.012247448713915901,0.0,36
env_mean,0.99,0.020000000000000018,0.0,24
spectral_flatness,0.9949999999999999,0.010000000000000009,-0.004999999999999893,3
high_freq_decay_rate,0.9949999999999999,0.010000000000000009,-0.004999999999999893,16
high_freq_slope,0.9949999999999999,0.010000000000000009,-0.004999999999999893,15
env_skew,0.9949999999999999,0.010000000000000009,-0.004999999999999893,28
env_kurtosis,0.9949999999999999,0.010000000000000009,-0.004999999999999893,29
impulse_peak,0.9949999999999999,0.010000000000000009,-0.004999999999999893,38
impulse_rms,0.9949999999999999,0.010000000000000009,-0.004999999999999893,40
decay_amplitude,0.9949999999999999,0.010000000000000009,-0.004999999999999893,41
decay_rate,0.9949999999999999,0.010000000000000009,-0.004999999999999893,42
primary_resonance_freq,0.9949999999999999,0.010000000000000009,-0.004999999999999893,43
resonance_q_factor.1,0.9949999999999999,0.010000000000000009,-0.004999999999999893,45
num_resonances,0.9949999999999999,0.010000000000000009,-0.004999999999999893,46
secondary_resonance_freq,0.9949999999999999,0.010000000000000009,-0.004999999999999893,47
secondary_resonance_magnitude,0.9949999999999999,0.010000000000000009,-0.004999999999999893,48
freq_response_centroid,0.9949999999999999,0.010000000000000009,-0.004999999999999893,49
freq_response_spread,0.9949999999999999,0.010000000000000009,-0.004999999999999893,50
high_freq_energy,0.9949999999999999,0.010000000000000009,-0.004999999999999893,51
high_freq_damping,0.9949999999999999,0.010000000000000009,-0.004999999999999893,52
