point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename,filename
81,1765995129.9125185,0.602725826630518,0.112478448982303,0.1799861405101327,0.6030200327394604,0.112491517698584,0.1799886168867023,0.7748357166883537,0.4001306871628102,no_contact,no_contact,./data/0_no_contact.wav,0_no_contact.wav
31,1765996107.823637,0.6249480488527401,0.152478448982303,0.1799861405101327,0.6253982569367316,0.1523739162631676,0.1802384275875093,0.5510534747156416,0.7989546728086468,contact,contact,./data/1_contact.wav,1_contact.wav
103,1765996797.4448495,0.6249480488527401,0.0924784489823029,0.1799861405101327,0.6252935574621988,0.0926213647176034,0.1802709785870478,0.5521004694609689,0.2014291573530049,no_contact,no_contact,./data/2_no_contact.wav,2_no_contact.wav
104,1765996800.2286768,0.6138369377416291,0.0924784489823029,0.1799861405101327,0.6140723343873031,0.0926184767233201,0.1800187458258841,0.664312700209926,0.2014002774101718,no_contact,no_contact,./data/3_no_contact.wav,3_no_contact.wav
39,1765996127.416781,0.6693924932971846,0.142478448982303,0.1799861405101327,0.6697360165896391,0.1424764326066324,0.1803440728420215,0.1076758781865661,0.6999798362432943,edge,edge,./data/4_edge.wav,4_edge.wav
18,1765996074.1578567,0.6360591599638513,0.162478448982303,0.1799861405101327,0.6364610664481125,0.1624096085809122,0.1802283605402115,0.4404253796018321,0.8993115959860922,contact,contact,./data/5_contact.wav,5_contact.wav
93,1765995502.2533927,0.602725826630518,0.102478448982303,0.1799861405101327,0.6030534579185247,0.1025284589044229,0.1800496993942393,0.7745014648977102,0.3005000992211995,no_contact,no_contact,./data/6_no_contact.wav,6_no_contact.wav
52,1765996665.884577,0.6582813821860735,0.132478448982303,0.1799861405101327,0.6586341276801819,0.1324905927637685,0.180283145693183,0.2186947672811379,0.6001214378146552,no_contact,no_contact,./data/7_no_contact.wav,7_no_contact.wav
31,1765996408.4042287,0.6249480488527401,0.152478448982303,0.1799861405101327,0.6254265852051952,0.1523084036316284,0.1802912151786828,0.550770192031005,0.7982995464932543,contact,contact,./data/8_contact.wav,8_contact.wav
56,1765996677.0836892,0.6138369377416291,0.132478448982303,0.1799861405101327,0.6142807963152207,0.1324836560350398,0.1803201355120914,0.6622280809307504,0.6000520705273684,contact,contact,./data/9_contact.wav,9_contact.wav
19,1765994970.1732666,0.6249480488527401,0.162478448982303,0.1799861405101327,0.6253075432003057,0.1624622265497695,0.1802339424635325,0.5519606120799004,0.899837775674665,contact,contact,./data/10_contact.wav,10_contact.wav
66,1765995432.648668,0.6360591599638513,0.1224784489823029,0.1799861405101327,0.6363633610216355,0.1226152867358652,0.1801900791134288,0.4414024338666024,0.5013683775356222,edge,edge,./data/11_edge.wav,11_edge.wav
33,1765996113.4177,0.602725826630518,0.152478448982303,0.1799861405101327,0.6031615684851949,0.1524964683319544,0.1802586102933255,0.7734203592310087,0.8001801934965147,no_contact,no_contact,./data/12_no_contact.wav,12_no_contact.wav
62,1765996186.2216146,0.6805036044082957,0.1224784489823029,0.1799861405101327,0.680535948637847,0.1228655142572696,0.1805346666000002,-0.0003234422955133,0.5038706527496669,edge,edge,./data/13_edge.wav,13_edge.wav
14,1765995298.6593769,0.6805036044082957,0.162478448982303,0.1799861405101327,0.6805593489527155,0.1629124940145651,0.1806331651480047,-0.0005574454441981,0.9043404503226218,edge,edge,./data/14_edge.wav,14_edge.wav
52,1765995707.288207,0.6582813821860735,0.132478448982303,0.1799861405101327,0.6586622561385911,0.1324432663882965,0.1802850882586447,0.2184134826970463,0.5996481740599352,no_contact,no_contact,./data/15_no_contact.wav,15_no_contact.wav
81,1765995782.9337246,0.602725826630518,0.112478448982303,0.1799861405101327,0.6030520880539847,0.112566231840487,0.1801040492148184,0.7745151635431105,0.4008778285818404,no_contact,no_contact,./data/16_no_contact.wav,16_no_contact.wav
11,1765994856.613171,0.5805036044082957,0.172478448982303,0.1799861405101327,0.5810018058621558,0.1725022262818381,0.1802791426218273,0.9950179854613996,1.000237772995351,edge,edge,./data/17_edge.wav,17_edge.wav
92,1765995157.903474,0.6138369377416291,0.102478448982303,0.1799861405101327,0.6140827540987519,0.1026207436538313,0.1799386443871647,0.6642085030954383,0.3014229467152837,no_contact,no_contact,./data/18_no_contact.wav,18_no_contact.wav
124,1765996850.5311005,0.6582813821860735,0.0724784489823029,0.1799861405101327,0.6586352043401309,0.0725023228259406,0.1803240377614176,0.2186840006816481,0.0002387384363761,edge,edge,./data/19_edge.wav,19_edge.wav
81,1765996741.5374224,0.602725826630518,0.112478448982303,0.1799861405101327,0.6030614847451483,0.1125171684590938,0.180127939352749,0.7744211966314742,0.4003871947679085,no_contact,no_contact,./data/20_no_contact.wav,20_no_contact.wav
58,1765995071.0528567,0.5916147155194068,0.132478448982303,0.1799861405101327,0.5919740135443248,0.1325931070418949,0.1801921897900911,0.8852959086397096,0.6011465805959193,contact,contact,./data/21_contact.wav,21_contact.wav
102,1765995524.436842,0.6360591599638513,0.0924784489823029,0.1799861405101327,0.6364034692802122,0.0926011096546273,0.1802202434848831,0.4410013512808354,0.2012266067232433,contact,contact,./data/22_contact.wav,22_contact.wav
26,1765996394.3806486,0.6805036044082957,0.152478448982303,0.1799861405101327,0.6805815609296686,0.1528988951670783,0.1806887400040466,-0.0007795652137287,0.8042044618477536,edge,edge,./data/23_edge.wav,23_edge.wav
92,1765996769.5554042,0.6138369377416291,0.102478448982303,0.1799861405101327,0.6140668068866307,0.1027222600827454,0.1800592089550803,0.66436797521665,0.3024381110044241,no_contact,no_contact,./data/24_no_contact.wav,24_no_contact.wav
40,1765995023.390728,0.6582813821860735,0.142478448982303,0.1799861405101327,0.6586073082863011,0.1425345129524054,0.1802489780782588,0.2189629612199461,0.7005606397010241,no_contact,no_contact,./data/25_no_contact.wav,25_no_contact.wav
53,1765995399.169848,0.6471702710749624,0.132478448982303,0.1799861405101327,0.6475171880966819,0.1324856855305654,0.1802168580272141,0.3298641631161382,0.6000723654826248,no_contact,no_contact,./data/26_no_contact.wav,26_no_contact.wav
35,1765995665.2807603,0.5805036044082957,0.152478448982303,0.1799861405101327,0.5809490836777258,0.1525316818377682,0.1802356323797947,0.9955452073056994,0.8005323285546528,edge,edge,./data/27_edge.wav,27_edge.wav
94,1765996775.1451485,0.5916147155194068,0.102478448982303,0.1799861405101327,0.592017699191099,0.1025332400101748,0.1802047945943793,0.884859052171967,0.3005479102787187,edge,edge,./data/28_edge.wav,28_edge.wav
80,1765995127.1054082,0.6138369377416291,0.112478448982303,0.1799861405101327,0.6140040384512852,0.1125958298953571,0.1799056303462928,0.6649956595701059,0.4011738091305414,no_contact,no_contact,./data/29_no_contact.wav,29_no_contact.wav
