point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename,filename
42,1768493244.4308958,0.6360591599638513,0.142478448982303,0.1799861405101327,0.6363625066281002,0.142465665047627,0.1801941178654131,0.4414109778019549,0.6998721606532404,contact,contact,./data/0_contact.wav,0_contact.wav
4,1768492980.914507,0.6582813821860735,0.172478448982303,0.1799861405101327,0.6584919703223174,0.1727407874655628,0.1802968543510736,0.2201163408597828,1.0026233848325987,edge,edge,./data/1_edge.wav,1_edge.wav
28,1768492158.5993533,0.6582813821860735,0.152478448982303,0.1799861405101327,0.6585292217767371,0.1525301775841864,0.1804025064571303,0.2197438263155859,0.8005172860188344,contact,contact,./data/2_contact.wav,2_contact.wav
42,1768492256.8346138,0.6360591599638513,0.142478448982303,0.1799861405101327,0.636257722795968,0.1425567497443635,0.1802746900621688,0.4424588161232768,0.7007830076206053,contact,contact,./data/3_contact.wav,3_contact.wav
92,1768493594.226083,0.6138369377416291,0.102478448982303,0.1799861405101327,0.6141473570280912,0.1026523641091805,0.1803156814220409,0.6635624738020454,0.301739151268776,contact,contact,./data/4_contact.wav,4_contact.wav
57,1768492363.4795904,0.602725826630518,0.132478448982303,0.1799861405101327,0.6029253167078711,0.1325302738165474,0.180210813801621,0.7757828770042465,0.6005182483424448,contact,contact,./data/5_contact.wav,5_contact.wav
98,1768493629.2460463,0.6805036044082957,0.0924784489823029,0.1799861405101327,0.6806436395944634,0.0929296311736171,0.1808069323070348,-0.0014003518616767,0.2045118219131414,edge,edge,./data/6_edge.wav,6_edge.wav
78,1768493495.35307,0.6360591599638513,0.112478448982303,0.1799861405101327,0.6364209690492587,0.1124931818498546,0.1802957011734335,0.4408263535903701,0.4001473286755165,contact,contact,./data/7_contact.wav,7_contact.wav
7,1768492481.594726,0.6249480488527401,0.172478448982303,0.1799861405101327,0.6251873187102973,0.1725915146918953,0.1802322659689753,0.5531628569799841,1.0011306570959233,edge,edge,./data/8_edge.wav,8_edge.wav
18,1768492092.1079037,0.6360591599638513,0.162478448982303,0.1799861405101327,0.636341022373722,0.1625710006203037,0.180499780475884,0.4416258203457369,0.900925516380007,contact,contact,./data/9_contact.wav,9_contact.wav
126,1768493826.392315,0.6360591599638513,0.0724784489823029,0.1799861405101327,0.636376074026501,0.0724567744912104,0.1801836247396568,0.4412753038179474,-0.0002167449109259,edge,edge,./data/10_edge.wav,10_edge.wav
56,1768493343.4695106,0.6138369377416291,0.132478448982303,0.1799861405101327,0.6142437757898281,0.1324161586065359,0.1802551381031066,0.662598286184676,0.5993770962423297,contact,contact,./data/11_contact.wav,11_contact.wav
98,1768493629.246043,0.6805036044082957,0.0924784489823029,0.1799861405101327,0.6806436395944634,0.0929296311736171,0.1808069323070348,-0.0014003518616767,0.2045118219131414,edge,edge,./data/12_edge.wav,12_edge.wav
92,1768493594.2260735,0.6138369377416291,0.102478448982303,0.1799861405101327,0.6141473570280912,0.1026523641091805,0.1803156814220409,0.6635624738020454,0.301739151268776,contact,contact,./data/13_contact.wav,13_contact.wav
129,1768493850.2846842,0.602725826630518,0.0724784489823029,0.1799861405101327,0.603085074194776,0.0723967198191454,0.1801259565486968,0.7741853021351977,-0.0008172916315754,edge,edge,./data/14_edge.wav,14_edge.wav
26,1768492607.054118,0.6805036044082957,0.152478448982303,0.1799861405101327,0.6806467587588922,0.1527121345487758,0.1806504740648489,-0.0014315435059653,0.8023368556647281,edge,edge,./data/15_edge.wav,15_edge.wav
130,1768493858.2709885,0.5916147155194068,0.0724784489823029,0.1799861405101327,0.5919882035018893,0.0723543885322288,0.1800848307227984,0.8851540090640644,-0.0012406045007411,edge,edge,./data/16_edge.wav,16_edge.wav
46,1768492288.5705023,0.5916147155194068,0.142478448982303,0.1799861405101327,0.591802135976109,0.1425874682473061,0.1801939918294849,0.8870146843218676,0.7010901926500318,contact,contact,./data/17_contact.wav,17_contact.wav
123,1768493802.622378,0.6693924932971846,0.0724784489823029,0.1799861405101327,0.6696944289248107,0.0723807617177961,0.1802045485436492,0.1080917548348503,-0.0009768726450683,edge,edge,./data/18_edge.wav,18_edge.wav
14,1768492060.3519204,0.6805036044082957,0.162478448982303,0.1799861405101327,0.6806520663602527,0.1627200944861913,0.1808139869894779,-0.0014846195195694,0.9024164550388838,edge,edge,./data/19_edge.wav,19_edge.wav
4,1768491993.7446513,0.6582813821860735,0.172478448982303,0.1799861405101327,0.6583788904335264,0.1728363444306089,0.1804587071668559,0.2212471397476934,1.0035789544830591,edge,edge,./data/20_edge.wav,20_edge.wav
19,1768493087.298196,0.6249480488527401,0.162478448982303,0.1799861405101327,0.6252911359109854,0.1625241271249701,0.1803172671272173,0.5521246849731033,0.9004567814266714,contact,contact,./data/21_contact.wav,21_contact.wav
43,1768492264.7876303,0.6249480488527401,0.142478448982303,0.1799861405101327,0.6251312370319514,0.142559128437152,0.18024612917386,0.5537236737634433,0.7008067945484905,contact,contact,./data/22_contact.wav,22_contact.wav
38,1768493212.3849027,0.6805036044082957,0.142478448982303,0.1799861405101327,0.6805294037152825,0.1429236108852501,0.1806106759419432,-0.0002579930698676,0.7044516190294716,edge,edge,./data/23_edge.wav,23_edge.wav
39,1768493220.3851068,0.6693924932971846,0.142478448982303,0.1799861405101327,0.6697685083706542,0.1424327187662494,0.1804367115772511,0.1073509603764155,0.6995426978394648,contact,contact,./data/24_contact.wav,24_contact.wav
77,1768493487.3639617,0.6471702710749624,0.112478448982303,0.1799861405101327,0.6475328662424117,0.1125022587678612,0.1802897082173372,0.3297073816588404,0.4002380978555822,contact,contact,./data/25_contact.wav,25_contact.wav
46,1768492288.5704317,0.5916147155194068,0.142478448982303,0.1799861405101327,0.591802135976109,0.1425874682473061,0.1801939918294849,0.8870146843218676,0.7010901926500318,contact,contact,./data/26_contact.wav,26_contact.wav
67,1768493420.2759645,0.6249480488527401,0.1224784489823029,0.1799861405101327,0.6252848508584952,0.1224454329692696,0.1802311686342768,0.5521875354980056,0.4996698398696662,contact,contact,./data/27_contact.wav,27_contact.wav
124,1768493810.4094496,0.6582813821860735,0.0724784489823029,0.1799861405101327,0.6586392637267012,0.0723080365774334,0.1801948874702386,0.2186434068159448,-0.0017041240486957,edge,edge,./data/28_edge.wav,28_edge.wav
53,1768493319.445066,0.6471702710749624,0.132478448982303,0.1799861405101327,0.6475541011672165,0.1323911718587813,0.1802822638002474,0.3294950324107927,0.5991272287647831,contact,contact,./data/29_contact.wav,29_contact.wav
55,1768492347.4191544,0.6249480488527401,0.132478448982303,0.1799861405101327,0.6252386884252572,0.1324491913102438,0.1802908168471384,0.5526491598303852,0.5997074232794086,contact,contact,./data/30_contact.wav,30_contact.wav
2,1768492964.8377185,0.6805036044082957,0.172478448982303,0.1799861405101327,0.680565226213617,0.1728780200992197,0.1806696890239504,-0.0006162180532132,1.003995711169167,edge,edge,./data/31_edge.wav,31_edge.wav
19,1768492100.1243029,0.6249480488527401,0.162478448982303,0.1799861405101327,0.6252136721006257,0.1625960687503193,0.1804935768371546,0.5528993230767,0.901176197680163,contact,contact,./data/32_contact.wav,32_contact.wav
66,1768493412.2346282,0.6360591599638513,0.1224784489823029,0.1799861405101327,0.6363343382928883,0.122564916710674,0.1802236945001926,0.441692661154074,0.5008646772837105,contact,contact,./data/33_contact.wav,33_contact.wav
62,1768493378.2963755,0.6805036044082957,0.1224784489823029,0.1799861405101327,0.6805793966751127,0.1229263931627036,0.1807483814102606,-0.0007579226681697,0.5044794418040062,edge,edge,./data/34_edge.wav,34_edge.wav
87,1768493554.3410194,0.6693924932971846,0.102478448982303,0.1799861405101327,0.6697613102529736,0.1025007119861578,0.1804928239818173,0.1074229415532213,0.3002226300385482,contact,contact,./data/35_contact.wav,35_contact.wav
52,1768492323.3153582,0.6582813821860735,0.132478448982303,0.1799861405101327,0.6584739974573163,0.1325368401593589,0.180211638563951,0.2202960695097944,0.6005839117705597,contact,contact,./data/36_contact.wav,36_contact.wav
9,1768493020.722855,0.602725826630518,0.172478448982303,0.1799861405101327,0.6030190161723457,0.1726628840265258,0.1802801276171327,0.7748458823595008,1.0018443504422283,edge,edge,./data/37_edge.wav,37_edge.wav
19,1768492100.124304,0.6249480488527401,0.162478448982303,0.1799861405101327,0.6252136721006257,0.1625960687503193,0.1804935768371546,0.5528993230767,0.901176197680163,contact,contact,./data/38_contact.wav,38_contact.wav
117,1768493768.098152,0.602725826630518,0.0824784489823029,0.1799861405101327,0.6031010078788536,0.0824976202577902,0.1802398233590479,0.7740259652944217,0.1001917127548726,contact,contact,./data/39_contact.wav,39_contact.wav
16,1768492076.180555,0.6582813821860735,0.162478448982303,0.1799861405101327,0.6585538228913027,0.1625411343319606,0.1805275632643501,0.21949781516993,0.9006268534965761,contact,contact,./data/40_contact.wav,40_contact.wav
17,1768492084.14773,0.6471702710749624,0.162478448982303,0.1799861405101327,0.6474521905997634,0.162515915198492,0.1804889774143369,0.3305141380853228,0.9003746621618904,contact,contact,./data/41_contact.wav,41_contact.wav
