point_index,timestamp,x_target,y_target,z_target,x,y,z,normalized_x,normalized_y,original_label,relabeled_label,acoustic_filename,workspace_id,object_type,source_dataset,filename,label
105,1767707330.831288,0.6031690668342133,-0.0930670399586525,0.1835705705364144,0.6033644095274614,-0.0929649771456608,0.1837937254693415,0.7758243508452969,0.2010206281299176,no_contact,no_contact,./data/0_no_contact.wav,WS2,A_cutout,data/collected_data_runs_2026_01_15_workspace_2_squares_cutout_relabeled,0_no_contact.wav,no_contact
39,1768494296.53908,0.66983573350088,-0.0430670399586525,0.1835705705364144,0.6700025861360202,-0.0429861826371724,0.1835688890099038,0.1094425847597091,0.7008085732148017,no_contact,no_contact,./data/1_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,1_no_contact.wav,no_contact
118,1768494849.8409278,0.5920579557231022,-0.1030670399586525,0.1835705705364144,0.5922424778852651,-0.1028284544597258,0.1834570182256358,0.8870436672672601,0.102385854989267,no_contact,no_contact,./data/2_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,2_no_contact.wav,no_contact
5,1768497192.729958,0.6476135112786577,-0.0130670399586525,0.1835705705364144,0.6478397987205529,-0.0127240652468082,0.183844587928376,0.3310704589143821,1.003429747118443,edge,edge,./data/3_edge.wav,WS2,C_full,data/collected_data_runs_2026_01_15_workspace_2_pure_contact_relabeled,3_edge.wav,edge
76,1767706234.7158065,0.6587246223897688,-0.0730670399586525,0.1835705705364144,0.6588070952748887,-0.0730092838267438,0.1836988927919957,0.2213974933710238,0.4005775613190877,contact,contact,./data/4_contact.wav,WS2,A_cutout,data/collected_data_runs_2026_01_15_workspace_2_squares_cutout_relabeled,4_contact.wav,contact
10,1767705439.2583773,0.5920579557231022,-0.0130670399586525,0.1835705705364144,0.5921018010501947,-0.012909370014428,0.1836198282440007,0.8884504356179637,1.0015766994422457,edge,edge,./data/5_edge.wav,WS2,A_cutout,data/collected_data_runs_2026_01_15_workspace_2_squares_cutout_relabeled,5_edge.wav,edge
35,1767705747.1737587,0.5809468446119911,-0.0330670399586525,0.1835705705364144,0.5810397731738124,-0.0330250158193785,0.1836429864971877,0.999070714381787,0.8004202413927405,edge,edge,./data/6_edge.wav,WS2,A_cutout,data/collected_data_runs_2026_01_15_workspace_2_squares_cutout_relabeled,6_edge.wav,edge
29,1768494229.7328627,0.6476135112786577,-0.0330670399586525,0.1835705705364144,0.6477712777754784,-0.0328728232128895,0.1835040779803624,0.3317556683651269,0.8019421674576306,no_contact,no_contact,./data/7_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,7_no_contact.wav,no_contact
10,1767705439.258376,0.5920579557231022,-0.0130670399586525,0.1835705705364144,0.5921018010501947,-0.012909370014428,0.1836198282440007,0.8884504356179637,1.0015766994422457,edge,edge,./data/8_edge.wav,WS2,A_cutout,data/collected_data_runs_2026_01_15_workspace_2_squares_cutout_relabeled,8_edge.wav,edge
91,1768495574.303255,0.6253912890564355,-0.0830670399586525,0.1835705705364144,0.625574800402554,-0.0828490295961974,0.1835347158788162,0.553720442094371,0.3021801036245512,no_contact,no_contact,./data/9_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,9_no_contact.wav,no_contact
31,1768495162.5229113,0.6253912890564355,-0.0330670399586525,0.1835705705364144,0.6256338731849507,-0.032842049007963,0.1836214733773658,0.553129714270404,0.8022499095068956,no_contact,no_contact,./data/10_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,10_no_contact.wav,no_contact
26,1768494205.6832368,0.6809468446119911,-0.0330670399586525,0.1835705705364144,0.6809409123234516,-0.0329097217344337,0.1836242645414456,5.932288539511888e-05,0.8015731822421884,no_contact,no_contact,./data/11_no_contact.wav,WS2,B_empty,data/collected_data_runs_2026_01_15_workspace_2_pure_no_contact,11_no_contact.wav,no_contact
44,1768496551.6021707,0.6142801779453244,-0.0430670399586525,0.1835705705364144,0.6145346438040418,-0.0428694140444025,0.1836810128862574,0.6641220080794932,0.7019762591425003,contact,contact,./data/12_contact.wav,WS2,C_full,data/collected_data_runs_2026_01_15_workspace_2_pure_contact_relabeled,12_contact.wav,contact
